order_id,order_date,customer_id,city,age,gender,acquisition_channel,category,quantity,item_price,revenue,order_value,discount_applied,payment_method
21407,2026-04-26,2998,Ahmedabad,61,F,Referral,Sports,2,1223.77,2447.54,4366.9,0,COD
21464,2026-04-26,3002,Jaipur,18,M,Organic,Sports,2,1155.42,2310.84,3944.92,0,UPI
21464,2026-04-26,3002,Jaipur,18,M,Organic,Electronics,2,962.99,1925.98,3944.92,0,UPI
21464,2026-04-26,3002,Jaipur,18,M,Organic,Electronics,3,699.94,2099.82,3944.92,0,UPI
21464,2026-04-26,3002,Jaipur,18,M,Organic,Home & Kitchen,3,883.68,2651.04,3944.92,0,UPI
22262,2026-04-26,3119,Ahmedabad,33,M,Organic,Sports,3,514.46,1543.38,1271.6,0,UPI
22262,2026-04-26,3119,Ahmedabad,33,M,Organic,Electronics,1,756.15,756.15,1271.6,0,UPI
23225,2026-04-26,3275,Pune,47,F,Social Media,Home & Kitchen,2,953.51,1907.02,1546.49,0,COD
23225,2026-04-26,3275,Pune,47,F,Social Media,Books,3,452.78,1358.34,1546.49,0,COD
23297,2026-04-26,3284,Hyderabad,25,M,Email,Electronics,3,317.91,953.73,1147.12,0,Card
23297,2026-04-26,3284,Hyderabad,25,M,Email,Grocery,3,493.51,1480.53,1147.12,0,Card
23297,2026-04-26,3284,Hyderabad,25,M,Email,Toys,2,362.97,725.94,1147.12,0,Card
24049,2026-04-26,3410,Jaipur,19,F,Paid Ads,Books,1,977.43,977.43,3102.08,0,Wallet
24049,2026-04-26,3410,Jaipur,19,F,Paid Ads,Grocery,2,1130.04,2260.08,3102.08,0,Wallet
24049,2026-04-26,3410,Jaipur,19,F,Paid Ads,Fashion,3,936.6,2809.8,3102.08,0,Wallet
24329,2026-04-26,3442,Kolkata,41,M,Paid Ads,Beauty,2,606.79,1213.58,1952.27,0,Card
24329,2026-04-26,3442,Kolkata,41,M,Paid Ads,Books,3,470.12,1410.3600000000001,1952.27,0,Card
24329,2026-04-26,3442,Kolkata,41,M,Paid Ads,Books,1,341.21,341.21,1952.27,0,Card
24329,2026-04-26,3442,Kolkata,41,M,Paid Ads,Fashion,1,607.93,607.93,1952.27,0,Card
24411,2026-04-26,3464,Delhi,22,F,Social Media,Electronics,2,365.35,730.7,1304.34,0,Card
24411,2026-04-26,3464,Delhi,22,F,Social Media,Electronics,3,530.21,1590.63,1304.34,0,Card
24411,2026-04-26,3464,Delhi,22,F,Social Media,Grocery,2,424.65,849.3,1304.34,0,Card
25843,2026-04-26,3678,Pune,30,M,Organic,Sports,1,970.29,970.29,2615.84,0,COD
25843,2026-04-26,3678,Pune,30,M,Organic,Fashion,3,1624.89,4874.67,2615.84,0,COD
26295,2026-04-26,3736,Ahmedabad,25,F,Referral,Grocery,3,382.36,1147.08,938.46,0,UPI
26295,2026-04-26,3736,Ahmedabad,25,F,Referral,Toys,3,256.91,770.73,938.46,0,UPI
26295,2026-04-26,3736,Ahmedabad,25,F,Referral,Grocery,3,244.53,733.59,938.46,0,UPI
26689,2026-04-26,3790,Chennai,39,M,Paid Ads,Toys,1,1152.91,1152.91,1312.76,0,UPI
29305,2026-04-26,4203,Jaipur,32,M,Organic,Beauty,3,2111.62,6334.86,2655.93,0,COD
29895,2026-04-26,4271,Kolkata,45,F,Paid Ads,Electronics,2,440.14,880.28,1264.25,1,UPI
29895,2026-04-26,4271,Kolkata,45,F,Paid Ads,Fashion,2,510.97,1021.94,1264.25,1,UPI
29895,2026-04-26,4271,Kolkata,45,F,Paid Ads,Grocery,1,302.27,302.27,1264.25,1,UPI
30320,2026-04-26,4325,Delhi,20,M,Organic,Toys,1,987.29,987.29,2579.88,0,Card
30320,2026-04-26,4325,Delhi,20,M,Organic,Fashion,1,639.96,639.96,2579.88,0,Card
30320,2026-04-26,4325,Delhi,20,M,Organic,Sports,1,776.47,776.47,2579.88,0,Card
31791,2026-04-26,4530,Patna,35,F,Email,Toys,3,1753.32,5259.96,3307.58,0,Card
31791,2026-04-26,4530,Patna,35,F,Email,Toys,3,1716.68,5150.04,3307.58,0,Card
32580,2026-04-26,4627,Jaipur,46,F,Organic,Electronics,3,1232.49,3697.4700000000003,2047.03,0,UPI
32580,2026-04-26,4627,Jaipur,46,F,Organic,Fashion,3,1002.27,3006.81,2047.03,0,UPI
33282,2026-04-26,4717,Delhi,59,M,Paid Ads,Electronics,2,316.39,632.78,1463.1,0,Wallet
33282,2026-04-26,4717,Delhi,59,M,Paid Ads,Toys,1,270.51,270.51,1463.1,0,Wallet
33282,2026-04-26,4717,Delhi,59,M,Paid Ads,Grocery,3,330.12,990.36,1463.1,0,Wallet
33282,2026-04-26,4717,Delhi,59,M,Paid Ads,Home & Kitchen,3,441.05,1323.15,1463.1,0,Wallet
33793,2026-04-26,4785,Bangalore,60,F,Paid Ads,Fashion,2,129.96,259.92,586.41,0,Wallet
33793,2026-04-26,4785,Bangalore,60,F,Paid Ads,Electronics,3,135.45,406.34999999999997,586.41,0,Wallet
33793,2026-04-26,4785,Bangalore,60,F,Paid Ads,Grocery,1,176.87,176.87,586.41,0,Wallet
33793,2026-04-26,4785,Bangalore,60,F,Paid Ads,Grocery,2,167.54,335.08,586.41,0,Wallet
34650,2026-04-26,4914,Bangalore,54,F,Paid Ads,Fashion,1,517.04,517.04,1583.1,0,Wallet
34650,2026-04-26,4914,Bangalore,54,F,Paid Ads,Toys,3,404.78,1214.34,1583.1,0,Wallet
34650,2026-04-26,4914,Bangalore,54,F,Paid Ads,Electronics,1,651.01,651.01,1583.1,0,Wallet
337,2026-04-27,40,Pune,56,M,Paid Ads,Electronics,2,458.77,917.54,1497.97,0,UPI
337,2026-04-27,40,Pune,56,M,Paid Ads,Toys,1,367.51,367.51,1497.97,0,UPI
337,2026-04-27,40,Pune,56,M,Paid Ads,Electronics,1,309.25,309.25,1497.97,0,UPI
337,2026-04-27,40,Pune,56,M,Paid Ads,Books,3,372.74,1118.22,1497.97,0,UPI
1098,2026-04-27,140,Hyderabad,51,M,Organic,Home & Kitchen,1,1184.17,1184.17,3918.59,1,Card
1098,2026-04-27,140,Hyderabad,51,M,Organic,Home & Kitchen,3,1125.5,3376.5,3918.59,1,Card
1098,2026-04-27,140,Hyderabad,51,M,Organic,Home & Kitchen,3,866.16,2598.48,3918.59,1,Card
1098,2026-04-27,140,Hyderabad,51,M,Organic,Home & Kitchen,2,823.85,1647.7,3918.59,1,Card
1863,2026-04-27,229,Delhi,47,M,Organic,Fashion,1,1145.61,1145.61,2832.18,0,Wallet
1863,2026-04-27,229,Delhi,47,M,Organic,Electronics,2,690.83,1381.66,2832.18,0,Wallet
1863,2026-04-27,229,Delhi,47,M,Organic,Sports,3,1086.56,3259.68,2832.18,0,Wallet
2212,2026-04-27,295,Jaipur,43,M,Social Media,Beauty,1,654.33,654.33,1521.16,0,UPI
2212,2026-04-27,295,Jaipur,43,M,Social Media,Fashion,1,552.47,552.47,1521.16,0,UPI
2212,2026-04-27,295,Jaipur,43,M,Social Media,Fashion,2,251.3,502.6,1521.16,0,UPI
2312,2026-04-27,312,Patna,41,F,Referral,Books,3,1685.2,5055.6,3915.14,0,UPI
2312,2026-04-27,312,Patna,41,F,Referral,Books,3,886.65,2659.95,3915.14,0,UPI
2312,2026-04-27,312,Patna,41,F,Referral,Sports,3,1331.76,3995.2799999999997,3915.14,0,UPI
2377,2026-04-27,318,Patna,24,F,Referral,Electronics,3,435.52,1306.56,1638.54,0,COD
2377,2026-04-27,318,Patna,24,F,Referral,Beauty,1,422.02,422.02,1638.54,0,COD
2377,2026-04-27,318,Patna,24,F,Referral,Books,3,483.14,1449.42,1638.54,0,COD
2377,2026-04-27,318,Patna,24,F,Referral,Grocery,3,279.27,837.81,1638.54,0,COD
2617,2026-04-27,362,Delhi,28,M,Organic,Sports,3,3259.22,9777.66,3451.23,1,Card
2838,2026-04-27,391,Delhi,35,M,Paid Ads,Sports,3,501.35,1504.0500000000002,1847.88,0,UPI
2838,2026-04-27,391,Delhi,35,M,Paid Ads,Fashion,2,355.92,711.84,1847.88,0,UPI
2838,2026-04-27,391,Delhi,35,M,Paid Ads,Toys,3,556.32,1668.96,1847.88,0,UPI
2838,2026-04-27,391,Delhi,35,M,Paid Ads,Electronics,1,328.13,328.13,1847.88,0,UPI
2968,2026-04-27,399,Ahmedabad,56,M,Paid Ads,Electronics,3,521.08,1563.2400000000002,1873.72,1,COD
2968,2026-04-27,399,Ahmedabad,56,M,Paid Ads,Electronics,3,419.33,1257.99,1873.72,1,COD
2968,2026-04-27,399,Ahmedabad,56,M,Paid Ads,Electronics,3,496.06,1488.18,1873.72,1,COD
2968,2026-04-27,399,Ahmedabad,56,M,Paid Ads,Fashion,1,529.6,529.6,1873.72,1,COD
3181,2026-04-27,423,Pune,35,F,Organic,Toys,2,2045.28,4090.56,3620.71,1,Wallet
3181,2026-04-27,423,Pune,35,F,Organic,Grocery,3,1424.36,4273.08,3620.71,1,Wallet
3223,2026-04-27,430,Ahmedabad,30,M,Email,Toys,2,484.42,968.84,1700.06,0,UPI
3223,2026-04-27,430,Ahmedabad,30,M,Email,Toys,3,647.87,1943.6100000000001,1700.06,0,UPI
3223,2026-04-27,430,Ahmedabad,30,M,Email,Sports,2,559.99,1119.98,1700.06,0,UPI
3335,2026-04-27,450,Kolkata,23,F,Paid Ads,Sports,2,1597.41,3194.82,2804.98,0,Card
3335,2026-04-27,450,Kolkata,23,F,Paid Ads,Home & Kitchen,2,1180.31,2360.62,2804.98,0,Card
4236,2026-04-27,583,Ahmedabad,43,F,Organic,Sports,3,345.65,1036.9499999999998,1206.52,0,Wallet
4236,2026-04-27,583,Ahmedabad,43,F,Organic,Home & Kitchen,3,245.22,735.66,1206.52,0,Wallet
4236,2026-04-27,583,Ahmedabad,43,F,Organic,Electronics,1,345.52,345.52,1206.52,0,Wallet
4236,2026-04-27,583,Ahmedabad,43,F,Organic,Grocery,2,238.08,476.16,1206.52,0,Wallet
4753,2026-04-27,647,Chennai,21,M,Social Media,Grocery,1,543.71,543.71,723.73,0,UPI
5117,2026-04-27,690,Jaipur,42,F,Organic,Sports,2,1984.0,3968.0,1933.02,0,Wallet
5382,2026-04-27,722,Pune,34,M,Referral,Books,3,723.71,2171.13,1764.56,0,UPI
5382,2026-04-27,722,Pune,34,M,Referral,Beauty,3,513.6,1540.8000000000002,1764.56,0,UPI
5382,2026-04-27,722,Pune,34,M,Referral,Home & Kitchen,1,614.49,614.49,1764.56,0,UPI
5550,2026-04-27,747,Ahmedabad,41,M,Organic,Fashion,2,647.17,1294.34,2551.33,0,UPI
5550,2026-04-27,747,Ahmedabad,41,M,Organic,Home & Kitchen,1,593.09,593.09,2551.33,0,UPI
5550,2026-04-27,747,Ahmedabad,41,M,Organic,Fashion,3,843.63,2530.89,2551.33,0,UPI
5550,2026-04-27,747,Ahmedabad,41,M,Organic,Beauty,1,378.97,378.97,2551.33,0,UPI
6880,2026-04-27,954,Ahmedabad,36,F,Paid Ads,Home & Kitchen,2,783.75,1567.5,4034.25,1,Wallet
6880,2026-04-27,954,Ahmedabad,36,F,Paid Ads,Grocery,1,1090.08,1090.08,4034.25,1,Wallet
6880,2026-04-27,954,Ahmedabad,36,F,Paid Ads,Beauty,1,982.69,982.69,4034.25,1,Wallet
6880,2026-04-27,954,Ahmedabad,36,F,Paid Ads,Sports,1,1347.85,1347.85,4034.25,1,Wallet
6982,2026-04-27,969,Bangalore,40,F,Email,Home & Kitchen,3,269.34,808.02,1096.58,0,COD
6982,2026-04-27,969,Bangalore,40,F,Email,Electronics,3,302.47,907.4100000000001,1096.58,0,COD
6982,2026-04-27,969,Bangalore,40,F,Email,Fashion,3,300.6,901.8000000000001,1096.58,0,COD
6982,2026-04-27,969,Bangalore,40,F,Email,Home & Kitchen,3,245.06,735.1800000000001,1096.58,0,COD
7049,2026-04-27,980,Ahmedabad,29,F,Referral,Beauty,3,356.68,1070.04,1216.74,1,UPI
7049,2026-04-27,980,Ahmedabad,29,F,Referral,Grocery,2,282.09,564.18,1216.74,1,UPI
7049,2026-04-27,980,Ahmedabad,29,F,Referral,Books,2,269.79,539.58,1216.74,1,UPI
7049,2026-04-27,980,Ahmedabad,29,F,Referral,Electronics,1,364.44,364.44,1216.74,1,UPI
7315,2026-04-27,1002,Bangalore,27,M,Organic,Toys,3,881.29,2643.87,1810.12,0,COD
7315,2026-04-27,1002,Bangalore,27,M,Organic,Beauty,1,1186.16,1186.16,1810.12,0,COD
8776,2026-04-27,1221,Kolkata,46,M,Referral,Books,2,483.89,967.78,1270.22,0,Card
8776,2026-04-27,1221,Kolkata,46,M,Referral,Electronics,3,507.63,1522.8899999999999,1270.22,0,Card
8776,2026-04-27,1221,Kolkata,46,M,Referral,Sports,1,345.97,345.97,1270.22,0,Card
10255,2026-04-27,1448,Chennai,19,F,Social Media,Toys,1,1756.51,1756.51,1727.36,0,Card
10358,2026-04-27,1466,Chennai,64,M,Paid Ads,Beauty,3,1266.93,3800.79,3174.2,0,Card
10358,2026-04-27,1466,Chennai,64,M,Paid Ads,Toys,2,1081.94,2163.88,3174.2,0,Card
10358,2026-04-27,1466,Chennai,64,M,Paid Ads,Home & Kitchen,1,592.9,592.9,3174.2,0,Card
11475,2026-04-27,1631,Kolkata,20,M,Organic,Sports,3,1311.52,3934.56,1610.66,0,Card
11856,2026-04-27,1688,Bangalore,60,F,Referral,Grocery,2,395.32,790.64,1288.16,0,Card
11856,2026-04-27,1688,Bangalore,60,F,Referral,Sports,3,440.95,1322.85,1288.16,0,Card
11856,2026-04-27,1688,Bangalore,60,F,Referral,Home & Kitchen,3,558.73,1676.19,1288.16,0,Card
12116,2026-04-27,1737,Pune,24,M,Paid Ads,Toys,2,419.15,838.3,2083.45,0,Card
12116,2026-04-27,1737,Pune,24,M,Paid Ads,Beauty,2,667.56,1335.12,2083.45,0,Card
12116,2026-04-27,1737,Pune,24,M,Paid Ads,Electronics,1,519.88,519.88,2083.45,0,Card
12116,2026-04-27,1737,Pune,24,M,Paid Ads,Home & Kitchen,1,612.53,612.53,2083.45,0,Card
12403,2026-04-27,1783,Chennai,39,F,Referral,Grocery,3,821.49,2464.4700000000003,2133.42,0,COD
12403,2026-04-27,1783,Chennai,39,F,Referral,Beauty,1,502.07,502.07,2133.42,0,COD
12403,2026-04-27,1783,Chennai,39,F,Referral,Fashion,2,623.38,1246.76,2133.42,0,COD
15587,2026-04-27,2191,Kolkata,45,M,Organic,Grocery,3,812.08,2436.2400000000002,1492.62,0,UPI
15587,2026-04-27,2191,Kolkata,45,M,Organic,Home & Kitchen,1,808.66,808.66,1492.62,0,UPI
15813,2026-04-27,2218,Jaipur,27,F,Organic,Books,1,2876.5,2876.5,2642.65,1,Card
16610,2026-04-27,2348,Pune,49,M,Social Media,Sports,2,1551.77,3103.54,1466.59,0,Card
18491,2026-04-27,2591,Pune,30,F,Organic,Home & Kitchen,1,1346.7,1346.7,3504.84,0,COD
18491,2026-04-27,2591,Pune,30,F,Organic,Toys,2,2553.08,5106.16,3504.84,0,COD
19434,2026-04-27,2720,Kolkata,47,F,Social Media,Grocery,2,471.89,943.78,1895.69,0,Wallet
19434,2026-04-27,2720,Kolkata,47,F,Social Media,Beauty,1,674.98,674.98,1895.69,0,Wallet
19434,2026-04-27,2720,Kolkata,47,F,Social Media,Toys,2,738.97,1477.94,1895.69,0,Wallet
19792,2026-04-27,2777,Delhi,50,F,Organic,Home & Kitchen,3,753.59,2260.77,1502.62,0,UPI
19792,2026-04-27,2777,Delhi,50,F,Organic,Electronics,1,604.49,604.49,1502.62,0,UPI
20403,2026-04-27,2871,Chennai,55,M,Email,Books,1,294.14,294.14,1456.61,0,Card
20403,2026-04-27,2871,Chennai,55,M,Email,Toys,2,406.35,812.7,1456.61,0,Card
20403,2026-04-27,2871,Chennai,55,M,Email,Fashion,2,276.89,553.78,1456.61,0,Card
20403,2026-04-27,2871,Chennai,55,M,Email,Grocery,1,472.58,472.58,1456.61,0,Card
20999,2026-04-27,2947,Bangalore,62,M,Paid Ads,Fashion,3,5590.91,16772.73,4520.39,0,Wallet
21184,2026-04-27,2968,Bangalore,53,M,Organic,Books,3,1930.34,5791.0199999999995,1654.57,1,Card
21211,2026-04-27,2969,Ahmedabad,64,F,Organic,Fashion,3,1492.89,4478.67,3376.32,0,Card
21211,2026-04-27,2969,Ahmedabad,64,F,Organic,Home & Kitchen,1,1974.55,1974.55,3376.32,0,Card
21352,2026-04-27,2992,Patna,25,F,Paid Ads,Books,3,1645.78,4937.34,1438.71,0,Card
21493,2026-04-27,3003,Mumbai,32,M,Organic,Books,2,1364.29,2728.58,3211.29,1,COD
21493,2026-04-27,3003,Mumbai,32,M,Organic,Fashion,2,1086.87,2173.74,3211.29,1,COD
21493,2026-04-27,3003,Mumbai,32,M,Organic,Electronics,2,684.96,1369.92,3211.29,1,COD
21688,2026-04-27,3030,Ahmedabad,36,M,Email,Home & Kitchen,3,897.83,2693.4900000000002,2149.68,0,Card
21688,2026-04-27,3030,Ahmedabad,36,M,Email,Grocery,2,603.75,1207.5,2149.68,0,Card
21688,2026-04-27,3030,Ahmedabad,36,M,Email,Electronics,2,679.45,1358.9,2149.68,0,Card
22189,2026-04-27,3110,Patna,38,M,Email,Beauty,2,900.06,1800.12,2560.93,0,Wallet
22189,2026-04-27,3110,Patna,38,M,Email,Fashion,3,955.58,2866.7400000000002,2560.93,0,Wallet
22189,2026-04-27,3110,Patna,38,M,Email,Electronics,1,541.77,541.77,2560.93,0,Wallet
23158,2026-04-27,3259,Jaipur,24,F,Paid Ads,Beauty,3,584.04,1752.12,1027.02,1,COD
23158,2026-04-27,3259,Jaipur,24,F,Paid Ads,Home & Kitchen,2,354.55,709.1,1027.02,1,COD
23201,2026-04-27,3270,Mumbai,54,M,Organic,Home & Kitchen,3,1303.52,3910.56,4734.64,0,COD
23201,2026-04-27,3270,Mumbai,54,M,Organic,Home & Kitchen,2,1157.08,2314.16,4734.64,0,COD
23201,2026-04-27,3270,Mumbai,54,M,Organic,Sports,3,1032.08,3096.24,4734.64,0,COD
23201,2026-04-27,3270,Mumbai,54,M,Organic,Electronics,3,1224.81,3674.43,4734.64,0,COD
23203,2026-04-27,3270,Mumbai,54,M,Organic,Toys,1,1078.53,1078.53,3278.07,1,UPI
23203,2026-04-27,3270,Mumbai,54,M,Organic,Books,2,772.1,1544.2,3278.07,1,UPI
23203,2026-04-27,3270,Mumbai,54,M,Organic,Fashion,3,1763.29,5289.87,3278.07,1,UPI
23348,2026-04-27,3290,Delhi,56,F,Organic,Books,3,162.13,486.39,453.27,1,COD
23348,2026-04-27,3290,Delhi,56,F,Organic,Home & Kitchen,3,372.06,1116.18,453.27,1,COD
25210,2026-04-27,3561,Bangalore,50,F,Organic,Fashion,1,558.93,558.93,2166.45,0,Card
25210,2026-04-27,3561,Bangalore,50,F,Organic,Grocery,2,424.9,849.8,2166.45,0,Card
25210,2026-04-27,3561,Bangalore,50,F,Organic,Grocery,2,506.1,1012.2,2166.45,0,Card
25210,2026-04-27,3561,Bangalore,50,F,Organic,Books,1,869.03,869.03,2166.45,0,Card
26151,2026-04-27,3708,Ahmedabad,51,F,Paid Ads,Beauty,3,1803.73,5411.1900000000005,1779.79,1,Wallet
26465,2026-04-27,3761,Ahmedabad,49,F,Paid Ads,Sports,1,448.36,448.36,1745.26,1,Card
26465,2026-04-27,3761,Ahmedabad,49,F,Paid Ads,Grocery,3,440.38,1321.1399999999999,1745.26,1,Card
26465,2026-04-27,3761,Ahmedabad,49,F,Paid Ads,Sports,1,394.48,394.48,1745.26,1,Card
26465,2026-04-27,3761,Ahmedabad,49,F,Paid Ads,Beauty,2,429.98,859.96,1745.26,1,Card
26927,2026-04-27,3837,Jaipur,23,M,Social Media,Grocery,2,942.89,1885.78,896.74,0,UPI
27333,2026-04-27,3876,Bangalore,41,F,Paid Ads,Electronics,2,1124.43,2248.86,1589.36,0,COD
29358,2026-04-27,4209,Pune,35,M,Organic,Fashion,1,261.35,261.35,1076.35,0,COD
29358,2026-04-27,4209,Pune,35,M,Organic,Fashion,3,452.39,1357.17,1076.35,0,COD
29358,2026-04-27,4209,Pune,35,M,Organic,Books,3,307.37,922.11,1076.35,0,COD
29696,2026-04-27,4253,Jaipur,58,M,Referral,Home & Kitchen,3,1283.33,3849.99,2629.54,1,Card
29696,2026-04-27,4253,Jaipur,58,M,Referral,Grocery,2,979.85,1959.7,2629.54,1,Card
30841,2026-04-27,4399,Chennai,23,F,Social Media,Toys,2,1934.31,3868.62,3080.62,1,UPI
30841,2026-04-27,4399,Chennai,23,F,Social Media,Sports,3,1402.19,4206.57,3080.62,1,UPI
31091,2026-04-27,4434,Ahmedabad,27,M,Paid Ads,Toys,3,2617.7,7853.099999999999,4192.7,0,COD
31091,2026-04-27,4434,Ahmedabad,27,M,Paid Ads,Toys,3,1816.15,5448.450000000001,4192.7,0,COD
31364,2026-04-27,4473,Chennai,57,F,Social Media,Electronics,3,906.0,2718.0,2188.93,0,UPI
31364,2026-04-27,4473,Chennai,57,F,Social Media,Home & Kitchen,1,796.39,796.39,2188.93,0,UPI
31364,2026-04-27,4473,Chennai,57,F,Social Media,Electronics,2,576.7,1153.4,2188.93,0,UPI
31832,2026-04-27,4535,Hyderabad,58,M,Referral,Books,2,2620.49,5240.98,2088.7,0,Card
32057,2026-04-27,4569,Kolkata,35,F,Email,Sports,2,395.34,790.68,1910.59,0,UPI
32057,2026-04-27,4569,Kolkata,35,F,Email,Beauty,1,500.98,500.98,1910.59,0,UPI
32057,2026-04-27,4569,Kolkata,35,F,Email,Fashion,2,400.26,800.52,1910.59,0,UPI
32057,2026-04-27,4569,Kolkata,35,F,Email,Home & Kitchen,2,793.05,1586.1,1910.59,0,UPI
32957,2026-04-27,4674,Chennai,26,M,Paid Ads,Grocery,2,614.45,1228.9,1467.19,0,COD
32957,2026-04-27,4674,Chennai,26,M,Paid Ads,Toys,2,340.96,681.92,1467.19,0,COD
32957,2026-04-27,4674,Chennai,26,M,Paid Ads,Fashion,3,494.66,1483.98,1467.19,0,COD
33821,2026-04-27,4789,Ahmedabad,25,M,Paid Ads,Fashion,3,2120.93,6362.789999999999,1696.63,0,UPI
34486,2026-04-27,4900,Patna,57,F,Paid Ads,Sports,1,552.44,552.44,1516.42,0,COD
34486,2026-04-27,4900,Patna,57,F,Paid Ads,Grocery,1,497.68,497.68,1516.42,0,COD
34486,2026-04-27,4900,Patna,57,F,Paid Ads,Home & Kitchen,1,511.88,511.88,1516.42,0,COD
34956,2026-04-27,4967,Jaipur,58,F,Email,Beauty,1,1326.13,1326.13,3387.74,0,UPI
34956,2026-04-27,4967,Jaipur,58,F,Email,Beauty,2,823.9,1647.8,3387.74,0,UPI
34956,2026-04-27,4967,Jaipur,58,F,Email,Home & Kitchen,3,1568.92,4706.76,3387.74,0,UPI
34971,2026-04-27,4969,Pune,49,M,Organic,Sports,2,784.44,1568.88,2230.9,1,COD
34971,2026-04-27,4969,Pune,49,M,Organic,Books,2,1298.42,2596.84,2230.9,1,COD
90,2026-04-28,8,Chennai,42,M,Organic,Grocery,1,3245.82,3245.82,3279.52,0,Card
818,2026-04-28,116,Mumbai,54,M,Organic,Toys,3,878.25,2634.75,2953.3,0,Card
818,2026-04-28,116,Mumbai,54,M,Organic,Books,1,895.29,895.29,2953.3,0,Card
818,2026-04-28,116,Mumbai,54,M,Organic,Toys,2,1295.29,2590.58,2953.3,0,Card
1961,2026-04-28,249,Bangalore,21,F,Social Media,Fashion,2,1275.03,2550.06,1523.85,0,UPI
2072,2026-04-28,261,Delhi,53,F,Paid Ads,Fashion,3,610.79,1832.37,1815.69,0,UPI
2072,2026-04-28,261,Delhi,53,F,Paid Ads,Toys,2,665.08,1330.16,1815.69,0,UPI
2072,2026-04-28,261,Delhi,53,F,Paid Ads,Sports,1,483.26,483.26,1815.69,0,UPI
2174,2026-04-28,286,Pune,39,F,Email,Beauty,2,947.4,1894.8,3071.41,0,UPI
2174,2026-04-28,286,Pune,39,F,Email,Toys,3,750.59,2251.77,3071.41,0,UPI
2174,2026-04-28,286,Pune,39,F,Email,Home & Kitchen,3,483.39,1450.17,3071.41,0,UPI
2174,2026-04-28,286,Pune,39,F,Email,Electronics,3,843.66,2530.98,3071.41,0,UPI
2229,2026-04-28,302,Bangalore,57,F,Email,Sports,2,1021.77,2043.54,1127.32,1,Wallet
2854,2026-04-28,392,Hyderabad,61,M,Organic,Home & Kitchen,3,1063.91,3191.7300000000005,1818.49,0,UPI
2854,2026-04-28,392,Hyderabad,61,M,Organic,Home & Kitchen,1,880.71,880.71,1818.49,0,UPI
2975,2026-04-28,400,Ahmedabad,20,F,Paid Ads,Sports,3,241.98,725.9399999999999,657.79,0,UPI
2975,2026-04-28,400,Ahmedabad,20,F,Paid Ads,Home & Kitchen,2,428.21,856.42,657.79,0,UPI
3032,2026-04-28,403,Ahmedabad,32,M,Paid Ads,Grocery,1,1268.76,1268.76,3507.07,0,COD
3032,2026-04-28,403,Ahmedabad,32,M,Paid Ads,Sports,2,2186.4,4372.8,3507.07,0,COD
4238,2026-04-28,583,Ahmedabad,43,F,Organic,Fashion,1,1379.63,1379.63,1227.7,0,COD
4381,2026-04-28,600,Patna,21,M,Paid Ads,Grocery,1,1698.15,1698.15,1516.97,0,UPI
4581,2026-04-28,632,Bangalore,63,F,Social Media,Toys,3,1881.22,5643.66,2510.21,1,Card
5003,2026-04-28,682,Patna,53,M,Referral,Fashion,1,923.49,923.49,1749.42,0,UPI
5003,2026-04-28,682,Patna,53,M,Referral,Electronics,3,1027.64,3082.92,1749.42,0,UPI
5174,2026-04-28,703,Ahmedabad,50,M,Paid Ads,Beauty,2,721.75,1443.5,1894.27,0,Card
5174,2026-04-28,703,Ahmedabad,50,M,Paid Ads,Books,2,674.75,1349.5,1894.27,0,Card
5174,2026-04-28,703,Ahmedabad,50,M,Paid Ads,Electronics,1,461.79,461.79,1894.27,0,Card
5711,2026-04-28,765,Pune,56,M,Email,Electronics,3,2631.86,7895.58,2049.61,1,UPI
6397,2026-04-28,876,Patna,32,F,Email,Toys,3,930.33,2790.9900000000002,3680.84,0,UPI
6397,2026-04-28,876,Patna,32,F,Email,Books,2,1510.38,3020.76,3680.84,0,UPI
6397,2026-04-28,876,Patna,32,F,Email,Beauty,3,1604.08,4812.24,3680.84,0,UPI
6859,2026-04-28,950,Jaipur,51,F,Organic,Toys,3,320.82,962.46,1124.59,0,UPI
6859,2026-04-28,950,Jaipur,51,F,Organic,Beauty,3,392.25,1176.75,1124.59,0,UPI
6859,2026-04-28,950,Jaipur,51,F,Organic,Electronics,3,427.43,1282.29,1124.59,0,UPI
7234,2026-04-28,998,Ahmedabad,45,F,Email,Grocery,1,1783.53,1783.53,1997.31,1,UPI
7965,2026-04-28,1106,Patna,51,F,Email,Sports,1,809.13,809.13,2169.79,0,COD
7965,2026-04-28,1106,Patna,51,F,Email,Books,1,1045.45,1045.45,2169.79,0,COD
9156,2026-04-28,1274,Patna,28,M,Organic,Home & Kitchen,3,753.39,2260.17,1210.42,1,COD
9156,2026-04-28,1274,Patna,28,M,Organic,Beauty,1,582.33,582.33,1210.42,1,COD
10579,2026-04-28,1496,Jaipur,62,M,Paid Ads,Books,1,1536.22,1536.22,2672.4,0,UPI
10579,2026-04-28,1496,Jaipur,62,M,Paid Ads,Home & Kitchen,1,1361.74,1361.74,2672.4,0,UPI
10651,2026-04-28,1513,Patna,24,M,Organic,Electronics,2,3259.6,6519.2,3449.04,0,UPI
11573,2026-04-28,1648,Chennai,64,F,Paid Ads,Books,2,965.78,1931.56,748.2,0,Wallet
12706,2026-04-28,1827,Ahmedabad,34,F,Organic,Home & Kitchen,1,650.3,650.3,1298.59,1,Card
